Title,Description,User_Notes,Status,Original_PB_Status,PB_ID,Needs_Enrichment
Notification center,,"

---
**User Feedback:**
- Having access to the in app notification even when you close the pop-in.In some instances, client reports that they close the pop-in because they need to to something and don't have time to read the notification. They would love to have access to those messages later on.
- would be nice to display alerts (opport detection) or info
- Nice to follow team works",Under Review,New idea,29827432,Yes
New Predictive conditions in Segment builder,,"

---
**User Feedback:**
- Would be great to work with our CDP",Under Review,New idea,29840554,Yes
Kameleoon Beta Program,"## 📒 **Feature short description:** Allow customers to opt\-in\/out of beta feature releases **Description:** As a **Kameleoon customer**, I want the ability to opt\-in or opt\-out of beta feature releases, so that I can control when new features are activated for my account and only use features that are considered stable\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: User story \#31873 \- Kameleoon Beta Program - **Image:** mandatory, to illustrate the topic",,Complete,Released,29853939,No
Ability to preview variation changes on dashboard,,"

---
**User Feedback:**
- For clients that have bad name management for campaign. Having the ability to put a screenshot for a variation would be super useful
- All said in the description",Under Review,New idea,29856579,Yes
Tealium Integration - EventStream,"## 📒 **Feature short description:** Describe what the feature does\. ``` Structure this as: Kameleoon x Tealium EventStream allows clients to send server-side events with metadatas attributes by quickly setting up the integration on Tealium. ``` ## 😥 Problem **Problem statement:** What problem are we trying to solve with this feature? Or, what is the opportunity we are addressing? [PoC Bedrock](https://www.notion.so/kameleoon-ext/Bedrock-145f87cebbc481cab708d5007662ec29?pvs=4) **Workaround:** - **Existing workaround:** Yes \/ **No** - **Workaround description:** If there is a workaround, explain how we can proceed to solve the problem today ## 💡 Solution **Key benefits**: What value does this feature bring to the user? ``` Answer the question, “What are the benefits for the end user?” as if you were talking to Customer Success. example: * Server-side integration enables to use precise and enriched event data from Tealium to define specific goal metrics in Kameleoon, improving the alignment between business KPIs and experimentation results. ``` **Use Cases:** Share use cases where this feature would help our users\. ``` Use the Jobs To Be Done framework to illustrate our user's motivation and behaviour. Structure this as: When the user creates a Kameleoon Experiment, they want to set a goal, so they choose a specific goal from their Tealium CDP. ``` **✏️ Product design:** - **Product package:** Web Experimentation \/ Full Stack Experimentation \/ Feature Management \/ AI\-driven Personalization *\(only keep the right answers\)* - **Product scope:** Product section and pages that will evolve \(if needed, define sections\/pages that will be out of scope\) - **Target Persona**: Which one of our target persona is going to benefit from this feature? \(**Marketer \/ Developer \/ Product Manager**\) - **Main updates:** In bullets, concisely describe what your solution consists of: - In page X, we add \.\.\. - On click, \.\.\. - Optionally, paste images of the solution here \(or paste Figma link\) ## 🎯 **Measuring Success** - **Goal 1:** indicate the goal of this topic - **Success metric:** indicate the key indicator of success that will measure the achievement of goal 1 ``` Copy and paste previous paragraph for each goal attached to this topic. Report to PDB Template - Slide 13 for examples ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- Great integration for clients that have tealium and feature XP (bedrock)",Under Review,New idea,29868220,No
DWH Integrations - Product Recommendation,,"

---
**User Feedback:**
- Data warehouse integration (Big Query, Snowflake, etc.) to import products into the product recommendation.The customer would create a kameleoonProducts SQL table, for example, with all the product information and then send us the table via a query, like the Big Querry and Snowflake integration for segments in the BO.I think we'll gain in speed when onboarding a customer on product recommendation.",Under Review,New idea,29870370,Yes
Admin BO / Project creation - Feature Experimentation - Project types,User story \#31977 \- Admin BO \/ Project creation \- Feature Experimentation \- Project types,,Complete,Released,29908519,Yes
New RP for Feature Exp.,,,Complete,Released,29911843,Yes
Reporting Page - LOT 1 - UX Improvements,,,Complete,Released,29911871,Yes
Multi-language editor support,,"

---
**User Feedback:**
- Add translation as part of AI text assist both for graphic editor and widget studio (would be a new option on top of reformulate, change ton, make shorter, longer, etc.)
- We are getting more and more customers who interact on an international level. That's why more and more requests are being made to create a global project in which all country domains are stored. It would therefore also be an ideal feature if we could prepare experiments in the Graphic Editor for various country setups, just as we do in the Widget Editor. In this way, changes can be implemented once on the main domain and combined with a mapping of the translations to the user's browser language or even better with the country domain url we reduce the effort to create the experiment separately for each domain.That would help many companies creating experiments on a higher global level in the Graphic Editor.
- Super useful for enterprise clients to avoid having to code things
- My client Maria Galland, which has several countries would love to have that feature. It would also allow them to have all results in one experiment.",Planned,Candidate,29915465,Yes
New element support in Graphic Editor: Links,,"

---
**User Feedback:**
- In the graphical editor, I want to be able to add an image (upload or source URL) and when I click on the image I would like to be able to redirect to an URL and possibility to change the target =""_blank""",Complete,Released,29915607,Yes
shadowDOM element selection and edit: BETA,,"

---
**User Feedback:**
- Ongoing POC When a slider is dynamic on a page, we cannot pause it to make modifications. Adding a pause button to these elements would be beneficial.
- The client added a video on product pages and wanted to move it in a test variation but had difficulties doing it as the element had a shadow dom
- For editor there is currently no solution to add 2 selectors. (parentSelector / shadowRootElementSelector) In GE2 , we can edit the info text on this page, but we can't change any elements in the slider with shadowDOM.",Complete,Released,29915651,Yes
✨ Program management - Generate Ideas based on AI,"## 💁‍♂️ Problem\/Context **Description:** As a Experiment manager, when I want to find ideas for my roadmap, I am not able to find creative ideas\. - **Existing workaround:** Yes - **Workaround description:** Analyze manually websites, organize brainstrorming **Project justification:** ## 💡 Solution - **Product package:** A\/B Testing \/ Personalization - **Product scope:** New product - **User roles**: Roles \(admin \/ super admin \/ marketing\) that will benefit from this project - **Design:** - Ability to identify AI idea on a page directly from the WYSIWYG and potentially add it to the Program manager - Request ideas ## 🎯 **Measuring Success** - **Goal 1:** Increase the \# of experiment launched by users - **Success metric:** - **Goal 2:** - **Success metric:** --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\)","

---
**User Feedback:**
- Optimizely Coming H1 2025 : Experimentation Ideation Agent",Planned,Candidate,29924322,No
✨ Ai generative Models : Select your LLM model,"## 📒 **Feature short description:** Select a model for Ai generative capabilities allows the administrator to give Autonomy and Trust by adding a dropdown menu with all the model supported ## 😥 Problem **Problem statement:** When I am using LLM, user want to ensure the model doesn't share their data are not used by the LLM for their learnings **Workaround:** - **Existing workaround:** No ## 💡 Solution **Key benefits**: Freedom to choose the LLM model accordingly to the enterprise policy\. **Use Cases:** Share use cases where this feature would help our users\. ``` Use the Jobs To Be Done framework to illustrate our user's motivation and behaviour. Structure this as: When the user [situation], they want to [motivation], so they can [expected outcome]. ``` **✏️ Product design:** - **Product package:** Web Experimentation \/ Full Stack Experimentation \/ Feature Management \/ AI\-driven Personalization *\(only keep the right answers\)* - **Product scope:** Product section and pages that will evolve \(if needed, define sections\/pages that will be out of scope\) - **Target Persona**: Which one of our target persona is going to benefit from this feature? \(Marketer \/ Developer \/ Product Manager\) - **Main updates:** In bullets, concisely describe what your solution consists of: - In page X, we add \.\.\. - On click, \.\.\. - Optionally, paste images of the solution here \(or paste Figma link\) ## 🎯 **Measuring Success** - **Goal 1:** indicate the goal of this topic - **Success metric:** indicate the key indicator of success that will measure the achievement of goal 1 ``` Copy and paste previous paragraph for each goal attached to this topic. Report to PDB Template - Slide 13 for examples ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic",,Under Review,New idea,29925277,No
Enable source analytics integrations on the integrations page,We would like to enable cohorts integrations on the integrations page so that users can then select this integrations when creating segments or goals\. This will allow users to setup the integrations easily \(no custom data flow anymore\) and create segment & goals directly in the proper space\.,,Under Review,New idea,30029245,No
Proper integration page for each integrations with relevant informations,"Today users don't have much informations about the integration on the integrations page\. Users have to go to the documentation website and search for the proper doc they are looking for\. It would be easier for them to have it directly in the integration page: \- Documentation link: mandatory \- Specific usecases \(""you will be able to: send data etc\.""\) : Adding usecase to each integration will help user understand the usage and benefits of the integrations\. All analytics tool offer usecase to understand the purpose of the integration\. \- Processing time : Users often ask for processing time when sending and receiving datas from third party tools\. This can impact their experiment set up\.",,Under Review,New idea,30029407,No
Catalog of integrations separating source & destination integrations,"Today we show all the tools we integrate with but we don't show all the integrations: only JS tracker, event dispatcher & DWH integrations\. We don't show cohort & goals integrations\. When activating an integration, users have to click on the tools to have more informations on what integrations it offers\. By showing a listing of tools organise divided by integration type \(source\/destination\) we offer users a clear overview of all the integrations possibilities in Kameleoon and users can access easily to their specific needs\. AB tasty do it like this \+ all of analytics tools offer a catalog overview of source & destination integrations\.",,Under Review,New idea,30029495,No
Integrations by project,"Today we don't offer a proper view of integrations for a specific project\. We have to select a project everytime we want to edit, add or remove an integration\. We want to enable to select a project and offer integrations experience for the selected project for activating, editing, and removing an integration\. This will allow user to select only one time the project they want to manage and have an smoother experience\.",,Under Review,New idea,30030282,No
Enable integration requests,On the integrations page we don't have any possibility to submit a new integration request\. It would be beneficial to add it so we have more insights from users about their integrations needs,,Under Review,New idea,30030447,No
Proper integration page setup for each integration (when input needed),,,Under Review,New idea,30043550,Yes
Show integrations activated,Today on the integrations page we can see all tools status ON and OFF when the tool has at least 1 integration type activated for at least 1 project\. We want to offer a clear view of integrations activated by project\. This will allow user to easily access & manage their integration\. See if integration is set up or not setup yet or not\.,,Under Review,New idea,30043562,No
Databricks Integration - Use as a destination,,"

---
**User Feedback:**
- Integration with Databricks send or retrieve data like other DWH. That'd be very important for Kaizen to centralize their operations, reporting and analysis.",Complete,Released,30062155,Yes
✨ Ai Suggestions : Exclude bad Suggestions from the AI suggestion,,,Complete,Released,30070044,Yes
✨ Ai suggestions : Filter & sort URLs,"The ""AI Suggestions: Filter & Sort URLs"" feature allows users to filter and sort URLs within an AI suggestions group based on URL names and the number of suggestions\. **Key Features:** - **URL Filtering:** Users can search for specific URLs within the AI suggestions group\. - **Sorting Options:** Sort URLs by name or by the number of suggestions received\. **Benefits:** - **Improved Navigation:** Quickly locate relevant URLs in large suggestion groups\. - **Enhanced Organization:** Keep suggestions well\-ordered and easier to manage\. - **Time Savings:** Streamlines the review process by focusing on priority URLs\.",,In Progress,Development in progress,30070066,No
Text generation : Small description creation,,,Planned,Candidate,30070078,Yes
✨ AI suggestions - Page Finder - Filter by CD,,,In Progress,Development in progress,30070086,Yes
✨ AI suggestions - Preview : Description and visual change side by side,,,Complete,Released,30070090,Yes
✨ Ai suggestions,,,Under Review,New idea,30070093,Yes
✨ Ai suggestions - Add user prompting in the creation workflow,,,Complete,Released,30070117,Yes
✨ AI features - Global AI content generation customizations,"![](https://pb-files.s3.amazonaws.com/production/attachments/fe617ce10e2ad680f56fd2f5cb02e8d3e3c260a3005d59302a6cd18b42afb06b/image.png) ### **Problem Statement** Currently, there is no way to **configure or constrain AI\-generated content** across different features in the product \(AI Experiments, Graphical Editor, Widget Studio\)\. This lack of control forces users to manually adjust content every time they generate text, leading to inconsistencies in tone, compliance issues, and inefficiencies\. ### **Feature Principle** ✨ **Global AI Content Generation Customizations** introduce a centralized system for defining **rules and constraints** for AI\-generated content across all AI\-powered features in **AI Copilot**\. This allows users to **predefine guidelines** that shape AI outputs according to their brand, compliance requirements, and business needs\. ### **Key Functionalities** ✅ **Tone of Voice Configuration** – Users can select or create predefined tones of voice that the AI must follow across all content\. ✅ **Restricted Keywords & Compliance Rules** – Users can specify words or phrases that AI should avoid to ensure brand safety and regulatory compliance\. ✅ **Prompt Templates & Structure Constraints** – Users can enforce predefined content structures to maintain consistency across different AI use cases\. ✅ **Protected Content Parameters** – Users can define elements that AI should not modify \(e\.g\., product names, legal disclaimers\)\. ✅ **CSS & Content Exclusion Rules** – Allows users to exclude specific UI elements or text sections from AI processing\. ✅ **Pre\-Treatment & Post\-Treatment Scripts** – Supports customization with JavaScript to preprocess or refine AI\-generated content before display\. ### **Expected Impact** 🚀 **More Control Over AI Outputs** – Ensures AI\-generated content aligns with business, legal, and branding guidelines\. 📈 **Efficiency Gains** – Reduces the need for repetitive manual edits by enforcing global content rules\. ⚡ **Scalability & Consistency** – Provides a standardized AI configuration across AI Experiments, Graphical Editor, and Widget Studio, ensuring uniform output across the product\.","

---
**User Feedback:**
- Super interesting to put some restrictions",Planned,Candidate,30070689,No
Text generation : Proposition of tone of voice (configurable by the admin),**Initial version :** **Proposition of tone \(configurable by the admin\)** - Formal and Professional - Informative and Neutral - Conversational and Friendly - Persuasive and Motivational - Creative and Imaginative - Directive and Instructional - Urgent and Action\-Oriented - Empathetic and Supportive **Advanced version :** \+ Add your custom brand tone of voice by analyzing your tone in a 3 ways: - Adding a URL with content that embodies your brand voice - Uploading a document of your brand voice - Describing your brand voice in plain text,"

---
**User Feedback:**
- AI Subjects &amp; Experiment Requests Next AI Experiment Release: Request to mix URL analysis and document analysis to summarize the tone of voice. Tone of voice is critical as it forms the foundation for their text-generation solutions. Personalization &amp; AI Emotions: Interested in AI emotions as presented by La Redoute at Monaco. Find AB Tasty's presentation of AI emotions odd. Main goal: Kameleoon should create Segments and assign AB tests to those segments. Segments can be a mix of different personas (e.g., ""Future mother"" + ""Gift""). They dislike the term ""hyper-personalization"" but want AB tests adapted to particular segments or segment mixes. AI Opportunities: Hard to identify clear opportunities. Wish to have AI opportunities summarized in a centralized place. Other AI subjects: Natural Language Processing (NLP) is a key area for Kameleoon to improve on. Using Generative AI to review and create code; they believe Claude is the best solution. Other Subjects: Results Page: Switching from sequential to CUPED to MTC is confusing. Want a default view that provides relevant results first. Struggles with stability: sometimes the old results page doesn't load (not an issue on the new one). New results page presents too much information at first glance. Code Editor: Interested in the new code editor; if not GA in April, they should be included in the first wave of clients. Code areas are too small across most of the platform. Finalization Flow: Want the ability to minimize the JS condition in quick targeting (possibly with a chevron). Simulation: Thinks it takes too long to load. CTA is not intuitive; caused panic due to incorrect simulations. Want the ability to deactivate all other AB tests at once to test ONLY the current one. ROI &amp; Forecasting: Want a tool to generate segments with real revenue potential. Ideally, an algorithm that scans the website and generates segments automatically (without manual prompts). Like the idea of forecasting campaign contributions to the year’s revenue. ""How can I know the potential of a test over a full year for ALL my visitors?"" Use and like Asana for project management (Kanban views, filtering, etc.). Awaiting campaign management in Kameleoon. Appreciate highly configurable dashboards. Other Platform Considerations: Discussed data availability on the Home Page, including total profit, potential uplift, etc.",Planned,Planned,30071527,No
Restricted words,"Allow the admin to block some terms in the reformulations or creation\. Possibility to add a list such as Amazon Would be applied to AI experiments, Graphical editor and Widget studio\.",,Planned,Candidate,30071604,No
Preview & Edit Recommendation Blocks,,,In Progress,Design in progress,30083257,Yes
Filter integrations catalog,"Integrations possibilities can change according to client's kameloon setup: Kameleoon JS Snippet or Kameleoon SDK\. Clients with Kameloon JS Snippet can't send Kameleeoon server side event for exemple, but they can send Kameleoon conversion events whereas clients with kameleoon SDK can't\. By filtering integration according to client setup, users will easily understand what integration are available for them\. More filters: \- type of integration",,Under Review,New idea,30110159,No
Dedicated trigger dashboard,,,Complete,Released,30127831,Yes
Create & Design Recommendation Blocks,,,In Progress,Design in progress,30128054,Yes
✨ AI Assistant - stronger analysis capabilities,,"

---
**User Feedback:**
- Great for reports, feedbacks, etc",Complete,Released,30128343,Yes
Event dispatcher for personalization,,,Under Review,New idea,30149282,Yes
Emoji exclusion,"Allow the admin to block usage of emoji in the reformulations\. Would be applied to AI experiments, Graphical editor and Widget studio\.",,Planned,Candidate,30154038,No
New Quick targeting Conditions,,,Under Review,New idea,30179978,Yes
Navigation shortcuts,,"

---
**User Feedback:**
- Hello,possible de rajouter le ft d'ouvrir dans un nouvel onglet (CTRL + click) sur les cta dans partie projet svp :https://app.kameleoon.com/projects/dashboardCTRL + click sur : Editer / Configuration / Installation ect ...Possible de rajouter dans le tooltip (hover) ""?"" : l'ID du projetMême demande sur le dahsboard des widgets, afficher l'ID du widget au hover sur ""i""merci :)",Under Review,New idea,30180102,Yes
Display the campaign description in dashboard,,"

---
**User Feedback:**
- Add the field 'description' of the experiment to the information list when hovering over an experiment. It would be very, very useful !
- Pain Point: I can enter a description for experiments. This can contain a hypothesis or a description of what will be tested in the experiment. Super valuable for internal communication and documentation. After maintenance there is the problem of accessibility. I always have to open the experiment and perform several clicks to be able to see the description. Solution: place the description also in the info icon hover overlay. So every user can access it directly in the dashboard overview
- Some of the teams adding same goals to an each exp. It would be good to add an opportunity to group the goals to add in in 2 clicks Additional for a Configures - Goals tab: We can also add a column for a Goal description - it will help to clear BO and also find a goals to not repeat it, goal placement also useful (Global, Experiment, Specific)",Complete,Released,30180123,Yes
Enhance UI for Deleting Categories/Products,,"

---
**User Feedback:**
- Would it be possible to have a button for deleting categories/products?",Under Review,New idea,30185061,Yes
Show Events for Current Screen Only,,"

---
**User Feedback:**
- Widget studio: It would be nice on the event screen to be able to only have the events associated with the current screen.
- Change the widget editor so that you can only delete Events that are present on the screen you are currently editing, not Events from all screens!",Under Review,New idea,30185276,Yes
Display Event & Action Details on Hover,,"

---
**User Feedback:**
- Would it be possible to add details about in events in the widget studio : Event/ Data / Goals etc.. studio (by hovering each actions for instance)",Under Review,New idea,30185343,Yes
Screen Capping,,"

---
**User Feedback:**
- On the widget studio it would be nice to be able to set up a capping by screen. Use case : hide the first screen if the visitor close it and display the 2nd screen for the rest of the session.",Under Review,New idea,30187090,Yes
Bulk Selection,,"

---
**User Feedback:**
- We can't select in bulk images by using a shortcut. Right now we need to select each image one by one this is pretty tedious",Under Review,New idea,30187134,Yes
Position Widgets on Hover Over Page Elements,,"

---
**User Feedback:**
- In the widget studio / Graphical editor.Be able to create a tooltip to be shown on hover of an existing element on the website.Apparently easy to do in A/B tasty
- It is a feature that exist as a widget in A/B tasty and a simple use case to start!It can be applied to many many elements.",Under Review,New idea,30187366,Yes
Lock Position for Locked Elements,,"

---
**User Feedback:**
- widget studio : when locking an element, lock the position change as well. Today we can move a locked element which is not logical",Under Review,New idea,30190624,Yes
Custom Views - migration,,"

---
**User Feedback:**
- Is it possible to save views with different date ranges on the results page?",Complete,Released,30222669,Yes
Learnings Tab - New RP,,"

---
**User Feedback:**
- Be able to add a links to a brief or upload files (pdf, screenshot, powerpoint) to a test to be able to follow it month afterSuper useful for campaign management.
- AI Subjects &amp; Experiment Requests Next AI Experiment Release: Request to mix URL analysis and document analysis to summarize the tone of voice. Tone of voice is critical as it forms the foundation for their text-generation solutions. Personalization &amp; AI Emotions: Interested in AI emotions as presented by La Redoute at Monaco. Find AB Tasty's presentation of AI emotions odd. Main goal: Kameleoon should create Segments and assign AB tests to those segments. Segments can be a mix of different personas (e.g., ""Future mother"" + ""Gift""). They dislike the term ""hyper-personalization"" but want AB tests adapted to particular segments or segment mixes. AI Opportunities: Hard to identify clear opportunities. Wish to have AI opportunities summarized in a centralized place. Other AI subjects: Natural Language Processing (NLP) is a key area for Kameleoon to improve on. Using Generative AI to review and create code; they believe Claude is the best solution. Other Subjects: Results Page: Switching from sequential to CUPED to MTC is confusing. Want a default view that provides relevant results first. Struggles with stability: sometimes the old results page doesn't load (not an issue on the new one). New results page presents too much information at first glance. Code Editor: Interested in the new code editor; if not GA in April, they should be included in the first wave of clients. Code areas are too small across most of the platform. Finalization Flow: Want the ability to minimize the JS condition in quick targeting (possibly with a chevron). Simulation: Thinks it takes too long to load. CTA is not intuitive; caused panic due to incorrect simulations. Want the ability to deactivate all other AB tests at once to test ONLY the current one. ROI &amp; Forecasting: Want a tool to generate segments with real revenue potential. Ideally, an algorithm that scans the website and generates segments automatically (without manual prompts). Like the idea of forecasting campaign contributions to the year’s revenue. ""How can I know the potential of a test over a full year for ALL my visitors?"" Use and like Asana for project management (Kanban views, filtering, etc.). Awaiting campaign management in Kameleoon. Appreciate highly configurable dashboards. Other Platform Considerations: Discussed data availability on the Home Page, including total profit, potential uplift, etc.
- Help keep track of when changes are made to the site that might effect data
- Customer suggests: In the report the ability to write notes so that everyone who looks at the results sees all relevant information directly and not just in separate ppts or similar.
- Ajouter des descriptions sur chaque campagne // Page de résultats, pour pouvoir commenter si une campagne marketing gonfle les chiffres pendant une période donnée etc..",Complete,Released,30222677,Yes
XLSX Migration,,,Under Review,New idea,30222691,Yes
PDF Export - Re-launch,,,Under Review,New idea,30222694,Yes
Share - Migration,,,In Progress,Development in progress,30222696,Yes
RP Perso - Migration,,"

---
**User Feedback:**
- Let me see the new result page for perso plzz :))",In Progress,Development in progress,30222731,Yes
Opportunities Page,,,Under Review,New idea,30222760,Yes
Live Events Lot 0,,,Complete,Released,30222768,Yes
Admin BO - Secure storage of Product reco credentials,,"

---
**User Feedback:**
- In the Back Office of the product recommendation, the Store Key and the Secret Key, I think that a security system should be put in place so that this information is not visible.",Under Review,New idea,30252982,Yes
Breakdown improvements on RP,,"

---
**User Feedback:**
- When breaking down your results, have the breakdown criteria as the first entry point on the tables. Example: I want to breakdown my results by country and for a given country looking right away at all my KPIs for a given variation. cf. how VWO is presenting it https://help.vwo.com/hc/en-us/articles/900002545163-Breakdown-Test-Reports-by-Visitor-Dimensions-in-VWOThis was requested by Local.ch during presales in 2023, and I realize it can actually be pretty useful to present breakdowns that way instead of the way we currently display them",Under Review,New idea,30253121,Yes
Visitor view by default,,"

---
**User Feedback:**
- ""User"" should be the default view for all Kameleoon users instead of ""visit"" on the results page. It's annoying switching it every single time or creating a custom view for each experiment. The statistical basis for why this should be the default are explained in detail here: https://towardsdatascience.com/the-second-ghost-of-experimentation-the-fallacy-of-session-based-metrics-fb65006d30ff",Complete,Released,30253327,Yes
Details of custom data values gathered,,"

---
**User Feedback:**
- Client: Coop NorgeClient's email: joachim.furuseth@coop.no Client's message: The possibility to see the custom data valued stored under a custom data.Let’s say we have a custom data called “color”. And we have 200 of them. Then it would be helpful to see what values Kameleoon captures on that custom data both to verify that it works as intended and that it captures new data added when we get new colors. So some kind of tab when you go into the custom data that shows values captured last 24 hours or something in that directionRequest: have a view in the UI or the extension that gives the value of the CDThanks -- Marie LemaireSenior Customer Success ManagerTel. +33 6 76 78 26 58www.kameleoon.comLynton House L7-12 Tavistock SquareWC1H 9LT London
- Super important to analyze data",Under Review,New idea,30253396,Yes
Excluded IPs to support IPv6,"## 📒 **Feature short description:** Expand the excluded IP ranges functionality in Kameleoon to include support for IPv6 addresses\. This enhancement ensures accurate exclusion of traffic from specified IP ranges, regardless of whether IPv4 or IPv6 is used\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- DA Direkt is asking for IPv6 1.) For BO Admin accessonly via IP (via customer access (profile))2.) Exclude IPs (result page) Nice to have: Optimizely: https://world.optimizely.com/blogs/K-Khan-/Dates/2017/3/maxmind-geoip2-with-ipv6-support/",Under Review,New idea,30253554,No
Beauty Consultation Widget,,"

---
**User Feedback:**
- I'd love to be able to offer my customers the option of creating a ‘mini diagnostic quiz’ via a popin. We'd ask the user two or three questions and, depending on the user's answers, we'd push a specific product or a page that could redirect the user to a specific product or a block of products.",Under Review,New idea,30254464,Yes
Filter: Session Number,,"

---
**User Feedback:**
- BetOnline would like to add a feature that allows filtering results by specific session occurrences, such as showing results exclusively for the first or third session.",Under Review,New idea,30254589,Yes
Security monitor,,"

---
**User Feedback:**
- Dans le cadre de l’audit SSI actuellement en cours, une nouvelle question se pose : est-il possible ou prévu à court terme que Kameleoon garantisse ou contrôle la sécurité du code saisi au sein de la plateforme ? Par exemple, lever des alertes si des sections de code représentent une vulnérabilité (ex : http://, etc) pouvant représenter un risque pour le client ?L’objectif est de garantir que le code ne fasse pas l’objet de faille pouvant mettre en risque les plateformes ou bien que celui-ci ne permette pas de détourner de la donnée personnelle sensible.
- FDJ / Felix Persillet: Dans le cadre de l’audit SSI actuellement en cours, une nouvelle question se pose : est-il possible ou prévu à court terme que Kameleoon garantisse ou contrôle la sécurité du code saisi au sein de la plateforme ? Par exemple, lever des alertes si des sections de code représentent une vulnérabilité (ex : http://, etc) pouvant représenter un risque pour le client ?L’objectif est de garantir que le code ne fasse pas l’objet de faille pouvant mettre en risque les plateformes ou bien que celui-ci ne permette pas de détourner de la donnée personnelle sensible.",Under Review,New idea,30254922,Yes
Syntax error check on Experiment script,,"

---
**User Feedback:**
- Code check for global script and variation before saving or launching an experiment or global script.If there is a syntax error or a deprecated function used we should have a warning, don't block the update or save but at least have a confirmation by the client:""type LAUNCH to confirm you want to put it live with an error and ignore the warning""""type SAVE to confirm you want to save with an error and ignore the warning""The issue, you can put a code with a syntax error in production and it will break things.",Under Review,New idea,30255013,Yes
Linked Campaigns in the Widgets Dashboard,,"

---
**User Feedback:**
- Can a label be added to the widget library to indicate whether or not the widget is associated with an online campaign, and if so, which one?",Complete,Released,30255521,Yes
Use Scripts in Widgets,,"

---
**User Feedback:**
- Today, Widget Studio blocks the use of scripts (files.html). Is this a feature that could be added to the premium studio widget, just as it is possible to use an iframe?",Under Review,New idea,30262100,Yes
Collect Button Value in Widgets,,"

---
**User Feedback:**
- The exit intent pop-up on the widget studioThis pop-up is not great for data collection as it doesn't work as a radio button because the buttons on this template are is not considered as a ""form event""So we cannot capture data and POST the answers like we do for form elements I suggest that A button should also be considered as a Form",Under Review,New idea,30262353,Yes
Studio,,,Under Review,New idea,30262601,Yes
Customizable Session Timeout Duration for Kameleoon Account Login,"## 📒 **Feature short description:** Ability to set a custom session duration when logging into your Kameleoon account\. This feature would allow users to define how long their session remains active, providing greater flexibility and control over session timeouts based on specific needs\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- Our understanding is that Kameleoon's platform says 30 minutes of in-activity will start a new session. We'd like to request that it is possible to change the setting to match the organization's definition of a session. For instance, for us, 7 hours 55 minutes of in-activity will start a new session.
- I seem to somehow get logged out from Kameleoon daily, sometimes even more than once a day. I'm in there all the time, I should be able to maintain a near constant state of being logged in due to my activity and yet it doesn't seem to work that way. If I could set it to something like 5 days of timeout time, that'd let me stay logged in all week!",Under Review,New idea,30265520,No
