Title,Details,Status,Tags,Category,StateTag
Variations snapshot association,"Could be nice-to-have :)

---

great for personlization as well, if you can have it in the dashboard

---

This feature would help a lot in immediately understanding what this test was about. Especially when taking over new customers from colleagues or looking at older tests, it takes a lot of effort to understand what was really tested.

---

nice to have for simple changes

---

Always useful to remember the expected behaviours week or months later!

---

Could be helpful

---

.",Open,"Aggregated Topic, Ex owner: Tribe Marketers, Results page, Q4 2022, Start & Admin, Processed",Set up,Processed
Versionning script afin maitriser les risques une,Versionning du script afin de maitriser les risques liés à une livraison et pour un rollback rapide en cas d'incidents.,Open,"_⭐ Admin & Engine Squad, new idea, important, Ex owner: Yassin Hassan, Q1 2025, Core Techno, Processed",Set up,Processed
Very helpful option work contains test evaluations,"It would be very helpful for us to have an option to work with 'contains' in the test evaluations for Page URLs. Currently, there is only 'is'",Open,"_⭐ App System Squad, new idea, important, Ex owner: Loreena, Q3 2024, Processed",General,Processed
Very interesting able share widgets between clients,"It would be very interesting to be able to ""share"" widgets between clients. For instance if a CSM creates a popin for one of its clients (Thibaut created a NPS popin for Longines),  it would be great if he could send me a link or something so i could get exactly the same widget with its configuration in the environment of one of my client.
It would save a great amount of time for CSMs",Open,"new idea, critical, Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Veux pouvoir des goals type click tracking,Je veux pouvoir créer des goals type click tracking mais paramétrer leur conversion uniquement sur un URL dédié sans avoir à passer du code,Open,"_⭐ Reporting Squad, new idea, important, Ex owner: Calixthe Mattei, Q4 2024, Data & Governance, Processed",Analyze,Processed
View / copy widget code,"Would be interestign but not indispensible

---

.

---

just to be able to change something not changeble in the editor

---

A workaround already exist by using the extension :)

---

/

---

it will open a world of possibilities and also facilitate the creation a widget and then convert it in a widget template

---

pertinent pour customiser un format sans passer par la partie experiments",Open,"Aggregated Topic, Ex owner: Fabien DIMEGLIO, Q1 2022, Visual Builders, Processed",Build,Processed
Visualize reliability stability in breakdown reports,"It could be helpful to have a quick view.

---

Good

---

très important

---

We definitely want this",Open,"Aggregated Topic, Ex owner: Tribe Marketers, Q4 2022, Data & Governance, Unprocessed",Analyze,Unprocessed
WIDGET EDITOR using shadowDOM,Issue :  The display in simulation mode (in-app Kameleoon) and once inserted in Customer page is most of the time not the same due to CSS rules applied.  Solution to analyse : Using ShadowDOM to Block the CSS of the page. https://developer.mozilla.org/en-US/docs/Web/API/Web_components/Using_shadow_DOM,Open,"Ex owner: Lily from Kameleoon, Q3 2023, Core Techno, Processed",Set up,Processed
WYSIWYG interface possible select element class hierarchy,"In the WYSIWYG interface, it is possible to select element thanks to their ID, the class, the hierarchy or a customSelector (when you clic on ... after selecting an element).
More and more website use ""dataset"" instead of ID ou class to identify the element. It would be more than useful to have this a standart proposal in the element menu selection.
The type (name) of dataset display would be a ""site"" configuration as it depends on the site.",Open,"new idea, important, Ex owner: Tribe Marketers, Q1 2021, Processed",General,Processed
Want able upload Corporate Font Families easier,We want to be able to upload our Corporate Font Families so we can easier build our projects.,Open,"new idea, important, Ex owner: Lily from Kameleoon, Q2 2025, Processed",General,Processed
Want insert widget different places different pages,"Hi !
I want to insert a widget at different places on different pages in the same experience.
For now, I have to do everything with code and do multiple if statements and regenerate the widget's code multiple times for the different places i want the widget.
Tell mi if i'm not clear or if you want me to show you an example of test I did like that !",Open,"_⭐ Campaign Creation Squad, _⭐ Studio Squad, new idea, nice to have, Ex owner: Ivan Kulagin, Q4 2024, Visual Builders, Processed",Build,Processed
Want native goal support AIPO Average Items,"Want native goal support for AIPO (Average Items Per Order). Could you perhaps add this inside the Purchase goal, just like you add Revenue? Not only count the revenue but also count the items per order. It would be very useful, and is a must for everyone working with CRO or optimization.",Open,"new idea, critical, Ex owner: Calixthe Mattei, Q4 2025, Unprocessed",General,Unprocessed
Way delete LocalData API function such deleteLocalData,"Their is no way to delete a LocalData with an API function (such as deleteLocalData() ) once created.
It would be great to have it :)",Open,"new idea, nice to have, Ex owner: Tribe Developer, Q1 2021, Core Techno, Processed",Set up,Processed
Web experiment editing configuration test CTA back,"On web experiment, when editing configuration of a test, the CTA to go back to graphic editor or code editor (using only a picto) is not intuitive. The CTA should mention 'edit in graphic editor' or 'edit in code editor'",Open,"_⭐ Campaign Creation Squad, new idea, nice to have, Ex owner: Ivan Kulagin, Q1 2025, Tech & Perso Builders, Processed",Build,Processed
WebExp dashboard Pop up opening,"The client raised concerns about the behavior of the test insights/info pop-up on the main Web Experimentation dashboard (see screenshot). They would prefer that this pop-up appear only when hovering over or clicking the “i” icon, and not when hovering over the test names. Currently, the pop-up opens automatically, often freezes, and makes it difficult for them to navigate or perform actions on the dashboard.",Open,"_⭐ App System Squad, Ex owner: Loreena, Q3 2025, App System, Unprocessed",Build,Unprocessed
Website exit intent for mobile,"Request by Alternative Airlines
It will be great to have the website exit intent for mobile as well.
So far it only works on desktop
It could be based on lack of scroll, or rapid scroll, moment of inactivity, the changing tabs or after x time of no user interaction",Open,"_⭐ App System Squad, Ex owner: Loreena, Q1 2025, Unprocessed",General,Unprocessed
Website often programmatically rendered meaning cannot place,"Our website is often programmatically rendered, meaning we cannot place unique identifiers on specific pages. Our tests are also often A/B split URL tests. And our goals are often clicks on the A/B pages using CSS selectors to narrow which clicks to track.
Currently, we need to use custom javascript in Kameleoon to limit click tracking to specified URLs. I would like to request a way in the UI without using javascript to create a click goal that is restricted to specific URLs.",Open,"_⭐ Reporting Squad, new idea, important, Ex owner: Calixthe Mattei, Q4 2024, Data & Governance, Processed",Analyze,Processed
Widget Editor : addition of preset new templates,/,Open,"Aggregated Topic, Ex owner: Tribe Marketers, Q2 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Ajout option pour scroller sur objet BOX (container),"Description Avec l'apparition des forms, il sera indispensable d'avoir la possibilité de scroller dans un box (container) Exemples   Formulaire de lead qui comportent beaucoup de champs plus les mentions légales",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Ajouter condition dans les events pour déclenchement,"Description Afficher l’écran X (pas celui par défault) en premier en fonction d’un contexte (présence d’un cookie, localStorage, etc) Exemple Page 1 :     Page 2 :     Si au premier affichage, c’est l’écran 1 qui est affiché, dès la seconde page où quand le visiteur à cliqué sur le - de l’écran 1, c’est l’écran 2 qui s’affiche à chaque page. Exemple 2 : Page 1 :     Page 2 :    Si au premier affichage, c’est l’écran 1 qui est affiché, dès la seconde page où quand le visiteur à cliqué sur le - de l’écran 1, c’est l’écran 2 qui s’affiche à chaque page (le side à droite (”Votre avis compte”).",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Box Changer wording par “Container”,"Description Box :  Wording pas clair à changer pour “container”, idem pour l’icone qui pourrait être plus clair",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Countdown Changement CSS,Description Offrir la possibilité d’aoute sur CSS custom sur les countdown,Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Countdown changer les font des nombres n’est pas intuitif,Description Changer les font des nombres n’est pas intuitif sur le countdown,Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Création d’un bibliothèque de widget perso,Description Création d’un bibliothèque de widget perso à choisir dans l’écran de choix des widgets (plutôt que duplication),Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Dashboard widget Ajout “Screen shot” des écrans Desktop et mobile,"Description Sur le dashboard, afficher les affichages des widget en Desktop et mobile au hover (Afficher X écrans, voir idée ci-dessous ou ce serait visible dans le bloc “i” information)",Open,"Ex owner: nan, Q4 2022, Start & Admin, Processed",Set up,Processed
Widget Editor Distortion entre configuration et réalité sur site web,"L’affichage de l’écran de configuration ou même de simulation du widget éditor ne correspond pas à la réalité car les styles porté par le site en lui même (ex :  line-height pour les div ou a elements, couleurs par défaut) déforme l’affichage. https://kameleoon.freshdesk.com/a/tickets/6119 => monnaie de Paris https://kameleoon.freshdesk.com/a/tickets/6074 => Cegid Demande Somfy Demande Allopneu Pb sur haribo => https://app.kameleoon.com/widgets/editor/5367 https://links.kameleoon.com/VhkB Pb sur HEC  ⇒ Créé une grosse frustration car gros travail de création parfois précis qui n’est pas concrétisé IRL. Voir pour avoir des éléments non-standart pour ne pas être influencé par les style des sites. (div deviendrait kamdiv ou div_kam etc) Autre solution mettre des paramètres CSS “reset” comme mais pas du 100% : div#kameleoonWidget_id * {
    line-height: initial;
}",Open,"Ex owner: nan, Q4 2022, Core Techno, Unprocessed",Set up,Unprocessed
Widget Editor Duplicate one screen from a widget to another,The customer would like the ability to copy one screen from a widget to another.   Example:  Widget A has 3 screens ( Welcome / Input / Thank you) Widget B has 2 screens (Promo / Thank you) >> It would be great to copy the Thank You screen from Widget A and paste it on Widget B; so we don't have to do it all over again.,Open,"widget, Ex owner: Lily from Kameleoon, Q4 2023, Visual Builders, Processed",Build,Processed
Widget Editor Duplication de widget à l’état “inactif”,Description Duplication de widget : Mettre l’état par défaut à “Inactive” même si le widget initial est Activé. A voir car tout le monde au sein du consulting n'est pas nécessairement d'accord,Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Event Ajouter dans config des blocs,Description clic droit pas intuitif pour les actions de suppression. Ajouter les events également dans les écrans de configuration (uniquement ce qui attrait au bloc concerné).,Open,"Ex owner: nan, Q4 2022, Visual Builders, Processed",Build,Processed
Widget Editor Image Ratio image non gardé,"Description Image distordu au chargement : Par défaut, On aurait souhaité que l’image “Rentre” dans le container “Image” mais en gardant la proportion HxL      Inside container : Si en plus on a la possibilité de positionner (aligner à droite, centre, gauche et haut, milieu et bas) comme le background https://watch.screencastify.com/v/1GbbQc0fLF5GcHqTR",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Image Rotate pas simple d’utilisation sur config,"Description La Rotate des images est pas visible, et on tombe dessus un peu par hasard (trop loin de l’image. Devrait être comme ppt",Open,"Ex owner: nan, Q4 2022, Visual Builders, Processed",Build,Processed
Widget Editor Impossible de scroller dans la popin,"Description Dans le cas où la fenêtre d’une popin n’est pas assez grande pour afficher tous les champs, il n’est pas possible de scroller dans la fenêtre. Indispensable pour les FORM de lead.",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Le clic sur le logo quitte l’éditeur avant d’enregistrer,Description Avoir une popin de confirmation en cas de départ et click sur le logo Kameleoon en haut à gauche,Open,"Ex owner: nan, Q4 2022, Visual Builders, Processed",Build,Processed
Widget Editor Repère visuel pour placer en absolute,"Description Ajouter des éléments d’aide pour center et aligner à droite ou gauche par rapport à l’élément parent ou les frères et soeur, à l’image de ce que l’on a dans ppt",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Responsive Ecarter les element d’un même bloc,Description Improve our alignment with engineering by creating a shared design system library. Avoir un équivalent de “distribute” dans les ppt pour avoir les éléments d’un block répartis (Box)    // Avoir la possibilité dans la conf d’un box de répartir sur la hauteur ou largeur (en flex). Cela bloquerait la possibilité de positionner avec le X/Y (absolute),Open,"Ex owner: nan, Q4 2022, Core Techno, Unprocessed",Set up,Unprocessed
Widget Editor Responsive Hauteur/largeur auto,Avoir la possibilité de mettre en “auto” la hauteur de largeur (surtout si on repasse sur du flex),Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Responsive Inversion de bloc dans hiérarchie,"Description Le mouvement d’un bloc dans l’arborescence n’influe pas dans le visuel, lié avec le fait qu’on soit en absolute et non en relative.  On souhaite retrouver le fonctionnement précédent ou le fait d'intervertir les blocs dans la hiérachie inversait aussi l'affichage",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Responsive Reset les propriétés spécifiques Mobile et/ou Tablet Descript,"Description Il est possible pour les input de type texte de reset les texte pour celui du desktop, il faudrait la même chose mais pour les autres éléments (tailles, positions, font, background, etc) pour ne pas avoir à modifier manuellement si on souhaite avoir le mobile = Desktop par la suite ou suite à une erreur. En effet aujourd’hui un changement dans le mode mobile ou tablet découple du desktop Ad vitam aeternam",Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Responsive “display flex;” plutôt que block et absolute si souhaité,Description Le responsive : privilégier ou offrir la possibilité d’être en flex plutôt qu'en absolute,Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Roadmap,"Having a warning when you're not connected anymore while editing. I had a few times issues where I was ""timed-out"" and did not know about it.

---

Having a template/way to create a guided tour : explaining with parts of the screen highlighted (or not greyed) could be really usefull

---

[WIDGET EDITOR]
Avoir la possibilité de rajouter des variables et des CustomData dans les URL de redirections (ex: sur l'élément 'Link')

---

Allow collective actions in the widget editor
Summary
Allow users to apply a same action to several elements or edit several elements at the same time.
User Story
As a user, I want to be able to select several elements of a widget and perform an action (for instance: delete, hide...) or edit the same property (for instance: position, size, alignment...) on all of them. This will be time saving.
Use Case
Users will use this feature to select several elements of a widget. They will be able to apply any action from a given list to all the elements selected.
They will also be able to edit some properties that all selected elements have. For example, they will be able to resize or change the position of all selected elements. If users select several text elements, they will be able to edit the font-size of all texts.
Requirements
- Users should be able to select several elements.
- Users should be able to select an action to apply to all elements at the same time.
- Actions should apply to all elements when users validate
- Users should be able to edit properties that all elements have
- Users should be able to edit properties that all selected elements share
- Changes should apply to all element when users validate

---

Be able to manage the overlay according to an element of the page.
For example for a tutorial, if we put an overlay under the popin, we could select via a CSS selector and it would allow to disable the overlay for this element / area, in order to highlight the element we want to describe the use. (potentially on several elements, disable or enable an overlay of an another color?)
(+ potentially put forward / improve the ease of use and the possibility to add elements outside the popin, like an image of an arrow that joins our element and our descriptive popin, potentially feasible now with an overlay popin and a ""block"" element in popin but not intuitive)

---

The HEC customer would have liked to have a validation workflow in Kameleoon.
They have a BU dedicated to validate tests, distinct from the campaign creators:
They would have liked :
_ Set up of validation request status: in progress - validated campaign - invalidated campaign
_Set up of notifications: notification of validation request, or change of status.
_ Set up a new block beside each campaign where they can exchange about the test. A block different from the description block of the test.

---

Rajouter un choix quand on ajoute un widget ""Dans le contenu de la page"" :
----> En remplacement de TOUS les éléments qui correspondent à :
Et dans l'input dessous :
--> Pouvoir mettre un sélecteur CSS commun à plusieurs éléments qu'on veut modifier avec le même block du widget editor.
Ou alors avoir la possibilité de rajouter plusieurs sélecteurs CSS comme pour les GOALS et insérer le code du widget editor à la place de plusieurs éléments sur la page
(QuerySelectorAll --> ForEach...?)

---

Hello,
[Widget Editor]
Revoir la structure de l'élément ""bouton"".
Pourquoi ?
Dès lors qu'on veut créer un bouton avec un comportement sur le hover, de changement de couleur du background ET changement de couleurs au hover également du text alors on observe des conflits.
Le workaround actuel pour ça est de créer un element bouton (sans text) ou block et de rajouter un 2eme element text par dessus et de mettre des caracteristiques hover sur les 2 elements.
Idée pour palier à l'effet déceptif de : quand on créée un bouton, ne pas pouvoir mettre a la fois un changement de bg-color + un changement de font-color les 2 au hover :
On pourrait quand on creer un element bouton, creer 2 elements qui sont liés, un element CTA pour le bg ect et un élément text ( avoir si vous le gerer en back ou si on l'affiche en front) mais ça pourrait permettre d'accepter le comportement de mettre des hovers background + text sur un même element

---

A la suite d'un incident, le goals de conversion ne remontait plus.
Est il envisageable à l’avenir dans votre solution d’étudier un système d’alerte automatique quand les évènements ne remontent plus pour un goal donné (les goals principaux) ?

---

The users wants a option to show a popin for XX seconds then remove it.
-> it would be great to have events that can make this possible.
exemple: I want to show a small widget  for ""this product has been bought XX times in the last day""
With the segment I can make it appear after XX seconds of page load, but I cannot make it disappear avec XX seconds.

---

It would nice to have an ""On hover on widget element event"" do -> ""ACTION""
Currently, it is ""MOUSE"" -> ""clicked"" you do not have ""MOUSE"" on ""hover""

---

It would nice to have an ""On hover on widget element event"" do -> ""ACTION""
Currently, it is ""MOUSE"" -> ""clicked"" you do not have ""MOUSE"" on ""hover""

---

In form elements we could improve a few things:
1ST: On click on button -> look for the validation of a an element
It will help for example having multiple different error messages:
Check email -> ""incorrect email""
required Box not ticked -> ""you need to tick the box""
2ND: On click on a button -> change the value of a form element (tick a box)
-> exemple: I have a check box and a label
""[] I consent""
On click on ""I CONSENT"" I would like the box to be ticked

---

Hello
Widget Studio / INPUT element:
It would be nice to be able to natively set a different color for the placeholder and  the text entered by the user in the INPUT element.
For example, in my basic input there's a placeholder ""email@gmail.com"" in light gray and then when you click and write in it, it would be nice to be able to write in black (currently it remains the same color on placeholder text and the text that user write in).",Open,"🙂 Perso Squad, new idea, important, Ex owner: Tribe Marketers, Q1 2023, Visual Builders, Ex owner: nan, unknown, nice to have, Q2 2023, App System, _⭐ Campaign Creation Squad, 🙂 Interface squad, Ex owner: Mallaury Gruget, Start & Admin, Ex owner: Lily from Kameleoon, Q3 2023, _⭐ Reporting Squad, Ex owner: Calixthe Mattei, Q4 2023, Ex owner: Fabien DIMEGLIO, Q1 2024, Processed",Build,Processed
Widget Editor Side bar UX background color,Format background pas UX friendly. Passer en radio button pour background color :   No (default value)   Simple color   Gradient color,Open,"Ex owner: nan, Q4 2022, Visual Builders, Processed",Build,Processed
Widget Editor Sidebar ajouter padding,Description Indiquer le padding sur l’élément principal (uniquement margin aujourd'hui),Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor UI Icon translate,Description Icon de translate est pas clair    Proposition :,Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor UX Lisibilité Pas d’identification des élements responsive,Description Pas assez visible de voir les éléments qui sont responsives dans un widget Proposition Insertion d’une colonne permettant d’identifier les blocs ayant des spécificités sur tablette et/ou mobile.,Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor UX Rendre le choix d’un ou de plusieurs device plus simple,Description L'indication du choix du device pourrait être plus visible (le choix des couleurs n’est pas suffisamment clair pour l'utilisateur) . Mettre un fond coloré quand sélectionné?    A supprimer? ou alors ajouter automatiquement le device au targeting?,Open,"Ex owner: nan, Q4 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget Editor Voting,"add ""Absolute"" creation mode for widget-editor
- for each elements in this mode we will set position: ""absolute"" and add settings for changing top/left/bottom/right positions
- for changing position users will be able to use drag&drop in editor area
- we will be able to add animations for each element with custom delay
- Group in this mode will be use without columns - just to move all elements inside group or to add animation

---

Hey guys, this is Ivan. I would like to suggest an idea for positioning elements in the widget-editor:
1. make possible absolute positioning with drag and drop. The element will break out of the flow and this will need to be indicated in the list of elements on the left
2. You can enable the grid (you can adjust the number of rows and columns in the grid), to make it easier to align elements, that have been positioned absolutely. Items will stick to parts of the grid. This will make it possible to align absolute elements
Another idea is to change the width and height of the elements by moving the edges of the elements directly in the central panel (as is done with pictures in MS Word). This is more relevant for elements with images or shapes, but it will be very convenient together with absolute positioning :)

---

Hi guys! :)  it's strange that my idea didn't post here even though i posted it two weeks ago
But anyway, I suggest adding absolute positioning for elements, with the ability to freely move the element with the mouse or set values ​​manually (percentages or pixels).
You can also add a grid (with an arbitrary number of rows and columns), along which you can move elements (absolute, which are free from the stream). This grid can help align elements.
This feature will go well with different shapes like arrows, circles, and so on.

---

As a user, I want to track the exit rate of my visitors on specific URLs as it is a very important indicator for my AB test performance

---

As a user, I want to track the exit rate of my visitors on specific URLs as it is a very important indicator for my AB test performance",Open,"new idea, nice to have, Ex owner: Tribe Marketers, Q1 2022, Visual Builders, Ex owner: nan, Q2 2022, 🙂 Interface squad, _⭐ Reporting Squad, important, Processed",Build,Processed
Widget Editor points,"Widget Editor 2 points:
be able to add min-height / min-width parameter to blocks/container or elements
be able to add specific CSS to a device only (if I had specific css on an element it is for all device, so I cannot add specific rules by devices.
Reason:
In the size of an element when using percentages when adding in the content of the page if my block has a size 0 then 100% of 0 = 0. I cannot see my block.
By adding a css rule min-height: 50px at least I can see my block. In my case I only need it in mobile.
Unfortunately, specific CSS rules apply to all devices so I need to adjust in code.",Open,"new idea, important, Ex owner: nan, Q1 2023, Visual Builders, Unprocessed",Build,Unprocessed
Widget Kameleoon,"Hello,
Voici quelques pistes d'amélioration pour le widget editor de la part de Laura du petit ballon.
Cordialement,
---------- Forwarded message ---------
From: Laura Vendramini laura@lepetitballon.com>
Hello Raphaël,
Suite à notre point de ce matin j’ai testé un peu le widget, notamment les banners et j’ai quelques remarques en plus de ce qu’on s’est dit ce matin :)
Les points les plus importants :- Je n’ai pas réussi à enlever le background, j’arrive juste à le masquer mais je ne peux pas interagir avec la partie du site qui est sous le banner tant que je n’ai pas fermée la banner.- La banner s’affiche par-dessus le contenu de ma page et pas au-dessus, sur une banner en top une partie de mon header est donc masqué.Comment faire pour pouvoir l'intégrer dans une perso ""dans ma page"" ?
Moins important mais qui seraient pratiques :- Pouvoir ajouter un lien sur un mot ou un groupe de mot- Pouvoir customiser la typo afin d’utiliser la notre (Markpro web)- Avoir un CTA qui permette de copier un lien/code donné juste devant- Génerer automatique un tracking de clic sur la croix de fermture du widget
Si j’ai d’autres remarques je te les ferai parvenir !Merci,
Laura",Open,"widget, Ex owner: Tribe Marketers, Q1 2022, Visual Builders, Processed",Build,Processed
Widget Studio :,"Widget Studio :
Quand on a plusieurs langues : On peut avoir des taille de texte différentes
Et si trop long on voit pas tout le texte sur certaines langues, soit c'est coupé / soit espace trop large
--> Pouvoir faire des configuration d'éléments par langues",Open,"new idea, nice to have, Ex owner: Lily from Kameleoon, Q3 2025, Visual Builders, Processed",Build,Processed
Widget Studio Add capping options by screen,"On the widget studio it would be nice to be able to set up a capping by screen.
Use case : hide the first screen if the visitor close it and display the 2nd screen for the rest of the session.",Open,"Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
"Widget Studio Add option ""open in new tab"" on the element ""Link""","Possible frustration for customers using the Studio Widget with the “link” element, as they don't have the option of selecting whether they want to open the link in a new tab or not :/",Open,"_⭐ Studio Squad, Ex owner: Lily from Kameleoon, Q3 2024, Visual Builders, Processed",Build,Processed
Widget Studio Pro Events Translations add based,"Widget Studio Pro --> Events --> Translations --> add based on ""part of URL/ match regEx etc."" or ""customer data: language"" etc. change the translation used in the widget
Example:
https://de.triumph.com/ --> Germany
https://fr.triumph.com/ --> France
https://ch.triumph.com/ --> Swiss-German
https://ch.triumph.com/fr --> Swiss-French",Open,"new idea, important, Ex owner: Lily from Kameleoon, Q3 2024, Visual Builders, Processed",Build,Processed
Widget Studio Pro Tab Translations use ChatGPT,"In Widget Studio Pro --> Tab ""Translations"" --> use ChatGPT to come up with auto-translations according to the language selected",Open,"new idea, important, Ex owner: Lily from Kameleoon, Q3 2024, Visual Builders, Processed",Build,Processed
Widget Studio allow paste without formatting option in the text area,Hello It will be nice to be able to paste a text without formating for easier edition otherwise the code is kept.,Open,"_⭐ Studio Squad, Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
Widget Studio using survey data method required,"Hello, In Widget Studio, when using the “survey data” method, we are required to publish the widget (publish the experiment online) to “validate” that data collection is working properly
It would be beneficial to be able to validate this functionality directly from Widget Studio or, at least, in a test simulation",Open,"new idea, important, Ex owner: Lily from Kameleoon, Q3 2025, Core Techno, Unprocessed",Set up,Unprocessed
Widget add link option for button and images,"I think that if we add a link the set up of buttons and images elements the configuration would be easier for the client.  Indeed, we often have to configure a link behind a CTA or an image. Rather than going through an event, this could be handled directly at the element level.",Open,"Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget dashboards like segment goals,"widget dashboards like the segment, goals or CD.
Currently no multi-selection available for example",Open,"_⭐ Studio Squad, new idea, important, Ex owner: Lily from Kameleoon, Q3 2023, App System, Processed",Build,Processed
Widget editor - Button element: copy a text on click,"Patyka would love to have this functionality. Client is not using widget editor but could be.

---

It will allow Kameleoon to compete against other Marketing tools that our clients are using to have this kind of feature.

---

great to present for retail prospects!

---

very important for ecommerce

---

great idea",Open,"Aggregated Topic, Ex owner: Fabien DIMEGLIO, Results page, Q4 2022, Visual Builders, Processed",Build,Processed
Widget editor Edit name,"It's great to have the edit option for each element, but kind of interfere with the return button. Is it possible to add a clearer right button for edit? And leave return on the title and the arrow? Embedded content",Open,"Ex owner: Lily from Kameleoon, Q3 2023, Visual Builders, Processed",Build,Processed
"Widget editor Event ""Tag Commander"" in ""Action""","Exemple UC Vertbaudet.  Suite à la création d'un Widget Kameleoon, le client souhaite que nous envoyons une event à son outils d'analytics (ici Adobe).  Le client a déjà un tag créé dans TagCommander qui déclenche exactement le bon format d'event.  Afin de lancer le snippet présent dans le tag de TagCommander, il est simplement nécessaire j'ajouter une condition de trigger custom dans la configuration TC (https://community.commandersact.com/tagcommander/user-manual/container-management/rules/triggers#custom)  Ce serait bien d'avoir un type Tag commander dans les actions des events de la configuration des widgets.
La seule information à saisir serait du texte correspondant au nom du trigger configuré dans TC.",Open,"Ex owner: Lily from Kameleoon, Q3 2023, App System, Processed",Build,Processed
Widget editor Text color,"It's not intuitive if we want to change the color of a part of a text. ""Enter"" can't be used as validation and delete the text. Would be nice to have a validation button or be able to click ""enter"". Embedded content",Open,"Ex owner: Lily from Kameleoon, Q3 2023, Visual Builders, Processed",Build,Processed
Widget editor add ability add headers get,"In the widget editor, add the ability to add headers to get and post url call
Also, the ability to choose the type of the body of the call -> JSON?",Open,"🙂 Perso Squad, new idea, important, Ex owner: nan, Q2 2022, Visual Builders, Unprocessed",Build,Unprocessed
Widget editor add progress bar tool use,widget editor : add a progress bar tool that you could use for example to indicate the amount left before reaching the free delivery. Important cause ABTasty has it in their widgets,Open,"new idea, important, Ex owner: nan, Q1 2023, Visual Builders, Processed",Build,Processed
Widget editor add tooltips in events,"Help users creating or updating events in the Event Section.Added by Fabien, Kameleoon",Open,"widget, Ex owner: Fabien DIMEGLIO, Q1 2022, Visual Builders, Processed",Build,Processed
Widget editor be able to use the content of CD value for display,"As a user, I would like to be able to reuse the value of a specific custom data for the display.example of usage:Display a special offer, with ""Hello firstname""Naming convention could be {{ name of custom data }}Added by Fabien, Kameleoon",Open,"widget, Ex owner: Fabien DIMEGLIO, Q1 2022, Visual Builders, Processed",Build,Processed
Widget editor bullet points list,"Hello!  I had the following product request from Orange :  They would like to be able to use bullet lists in the text elements on the widget editor. Currently we are using html code as a workaround.  It would be great to have several options to customize the bullet points (colors, shapes, size etc).  Thanks!",Open,"Ex owner: Lily from Kameleoon, Q4 2023, Visual Builders, Processed",Build,Processed
Widget editor https //www.w3schools.com/tags/att_input_type_hidden.asp,"Add a new type of field in form in the widget editor to be able to sent data not displayed (fixed of filed with data variable)
https://www.w3schools.com/tags/att_input_type_hidden.asp  Exemple  :  Recaptcha code ID of marketing campaign",Open,"Ex owner: nan, Q1 2023, Visual Builders, Processed",Build,Processed
Widget editor in page block,"It would be great to have in page templates added to the editor. Currently, we only have pop ups or banners that are meant to be placed over the page and come with a z-index at 9999.",Open,"🙂 Perso Squad, _⭐ Studio Squad, widget, Ex owner: Lily from Kameleoon, Q1 2024, Visual Builders, Processed",Build,Processed
Widget editor trigger custom JS action,"As a user, I would like to be able to execute a custom JS code when a visitor do a specific action.It could help a lot to send data to external tools, such as Klaviyo.Added by Fabien, Kameleoon",Open,"widget, Ex owner: Fabien DIMEGLIO, Q1 2022, Visual Builders, Processed",Build,Processed
Widget event on click hypertext link,"It would be nice to be able to link an event 'goal conversion' on click on a link in a text block.
For now we can only choose the whole text block.",Open,"Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
